meta_dataset,meta_processing_version,meta_source_filename,meta_original_data_row,meta_row_id,meta_row_sha256,meta_duplicate_group_id,meta_is_in_duplicate_group,meta_is_duplicate_beyond_first,meta_primary_source_id,meta_sensitivity_source_id,reference,doi,final_alginate_conc_pctw_or_v,final_gelatin_conc_pctw_or_v,final_gelma_conc_pctw_or_v,final_hyaluronic_acid_conc_pctw_or_v,final_meha_conc_pctw_or_v,final_norha_conc_pctw_or_v,final_fibroin_or_fibrinogen_concentration_pct_wv,final_p127_conc_pctw_or_v,final_collagen_conc_pctw_or_v,final_chitosan_conc_pctw_or_v,final_cs_aema_conc_pctw_or_v,final_tcp_conc_pctw_or_v,final_gellan_conc_pctw_or_v,final_nano_or_methylcellulose_concentration_pct_wv,final_pegta_conc_pctw_or_v,final_pegma_conc_pctw_or_v,final_pegda_conc_pctw_or_v,final_agarose_conc_pctw_or_v,cacl2_conc_mm,source_nacl2_concentration_mm,bacl2_conc_mm,srcl2_conc_mm,physical_crosslinking_duration_s,photocrosslinking_duration_s,extrusion_pressure_kpa,extrusion_rate_lengthwise_mm_or_s,extrusion_rate_volume_wise_ml_or_s,nozzle_movement_speed_mm_or_s,inner_nozzle_outer_diameter_um,outer_nozzle_inner_diameter_um,fiber_diameter_um__annotation,fiber_diameter_um,fiber_spacing_um,cell_density_cells_or_ml,syringe_temperature_degc,substrate_temperature_degc,days_observed,cell_culture_medium_used,di_water_used,precrosslinking_solution_used,saline_solution_used,etoh_solution_used,photoinitiator_used,enzymatic_crosslinker_used,matrigel_used,conical_or_straight_nozzle,primary_or_not_primary,cell_viability_percent,acceptable_viability_yes_or_no,acceptable_pressure_yes_or_no,meta_included_in_primary,meta_primary_exclusion_reason
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,110,CV-0109-1d31c81eeb4c,1d31c81eeb4c09136ebd7c785059b1193c84bb19ac7d3da088c51ee4099db715,,False,False,doi:10.1038/srep29977,ref:he et al 2016,He et al. 2016,10.1038/srep29977,2.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,300.0,0.0,,,,,0.0,400.0,,,,100000.0,37.0,5.0,7.0,yes,yes,no,no,no,no,no,no,conical,not_primary,60.3,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,111,CV-0110-84dea6d0ec59,84dea6d0ec5962d5d2c34034c8975f9cbec87fa79f972f077afc37ffa4f96574,,False,False,doi:10.1088/1758-5090/8/4/045002,ref:daly et al 2016,Daly et al. 2016,10.1088/1758-5090/8/4/045002,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,900.0,0.0,200.0,,,,0.0,260.0,,,,20000000.0,21.0,,28.0,no,yes,no,yes,no,no,no,no,straight,primary,74.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,112,CV-0111-c3a361107918,c3a3611079183de5287b2427aeb70bcbcf4ad903a617628694211bb6b16a2a14,,False,False,doi:10.1088/1758-5090/8/4/045002,ref:daly et al 2016,Daly et al. 2016,10.1088/1758-5090/8/4/045002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,900.0,0.0,200.0,,,,0.0,260.0,,,,20000000.0,37.0,,28.0,no,yes,no,no,no,no,no,no,straight,primary,77.1,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,113,CV-0112-720a4bc5b756,720a4bc5b7567f81a27dbb0155ee3d8f16619089ed1a7c832497fddac6bf70a0,,False,False,doi:10.1088/1758-5090/8/4/045002,ref:daly et al 2016,Daly et al. 2016,10.1088/1758-5090/8/4/045002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,900.0,140.0,,,,0.0,260.0,,,,20000000.0,21.0,,28.0,no,no,no,no,no,yes,no,no,straight,primary,72.4,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,114,CV-0113-9e702b7f59df,9e702b7f59df736f78e74425b35e30a4feadb8455c93c1d402ef43ee4e46f3d8,,False,False,doi:10.1088/1758-5090/8/4/045002,ref:daly et al 2016,Daly et al. 2016,10.1088/1758-5090/8/4/045002,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,900.0,60.0,,,,0.0,260.0,,,,20000000.0,28.0,,28.0,no,yes,no,yes,no,yes,no,no,straight,primary,78.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,115,CV-0114-322d9f9776c6,322d9f9776c64aa536b32739135f60c330c2c0d4f26a7dd2ac8070e7cd9eaf5b,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,1.0,no,yes,no,no,no,yes,no,no,straight,not_primary,97.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,116,CV-0115-61f6acb6b0f7,61f6acb6b0f707045ed0e23701f2354472c414afbc03137feaea3cb320ec5b72,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,2.0,no,yes,no,no,no,yes,no,no,straight,not_primary,98.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,117,CV-0116-0f9f3854dfe9,0f9f3854dfe9d395b9e9dd04d32cf71481e396877bf22f1ac6f54a01e6f9cd97,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,7.0,no,yes,no,no,no,yes,no,no,straight,not_primary,98.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,118,CV-0117-7e9bf37fffee,7e9bf37fffee616f116cd90a0414fedb304096665cbcc2ed9338972d0240020a,CV-DUP-005,True,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,1.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,119,CV-0118-ab5245b7fa45,ab5245b7fa45483737b959ac52375c643531631d987b49fcfdae2d4ab18db2dc,CV-DUP-006,True,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,2.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,120,CV-0119-fdb5237c2794,fdb5237c279479a1943bc352320e7caa670bd563244d5160cca842b8ef8c2966,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,7.0,no,yes,no,no,no,yes,no,no,straight,not_primary,97.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,121,CV-0120-5aad8b206a92,5aad8b206a9211a4346d0c862377ad3a36aa67392643c2334223bf64a2fb003c,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,1.0,no,yes,no,no,no,yes,no,no,straight,not_primary,97.6,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,122,CV-0121-433901dc2463,433901dc246321275e970934d2086ee4ab8400f9e594b7f55dbc48b1bc48ad20,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,2.0,no,yes,no,no,no,yes,no,no,straight,not_primary,95.7,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,123,CV-0122-3fa65ad2f5d6,3fa65ad2f5d6a95290dbc40c6ecf04b1f1d99ea155fb734e027ff83cbe9cfcae,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,1.333,0.0,250.0,,,,500000.0,,22.0,7.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,124,CV-0123-7e9bf37fffee,7e9bf37fffee616f116cd90a0414fedb304096665cbcc2ed9338972d0240020a,CV-DUP-005,True,True,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,1.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,False,exact_duplicate_beyond_first
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,125,CV-0124-ab5245b7fa45,ab5245b7fa45483737b959ac52375c643531631d987b49fcfdae2d4ab18db2dc,CV-DUP-006,True,True,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,2.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,False,exact_duplicate_beyond_first
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,126,CV-0125-dbe20ebbad6b,dbe20ebbad6b44b6964104f066b172e89e9c3eb6f3e0c8168226f44807cf0f1c,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,7.0,no,yes,no,no,no,yes,no,no,straight,not_primary,96.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,127,CV-0126-8e53fec7a987,8e53fec7a987a73049fd7035bae352ab9eb425fc8f82de3de27aba6fabc65c73,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,1.0,no,yes,no,no,no,yes,no,no,straight,not_primary,98.1,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,128,CV-0127-00dbd2c9f7a8,00dbd2c9f7a8606ee8d03e5f62dac91953460e5368150b0284c561e374b995f4,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,2.0,no,yes,no,no,no,yes,no,no,straight,not_primary,95.4,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,129,CV-0128-ff35f3e17fca,ff35f3e17fcac2088568a0b9fe97cdb80805c63105b9675d3e52309ba24877e7,,False,False,doi:10.1002/adma.201703443,ref:kirillova et al 2017,Kirillova et al. 2017,10.1002/adma.201703443,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,,,0.6667,0.0,250.0,,,,500000.0,,22.0,7.0,no,yes,no,no,no,yes,no,no,straight,not_primary,95.4,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,130,CV-0129-b394fce6a354,b394fce6a354802f9af21c3341441271ec4915878bd8f4a9d24d8d0adb51ab8c,,False,False,doi:10.1021/acsami.7b16059,ref:yang et al 2018,Yang et al. 2018,10.1021/acsami.7b16059,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,,,,10000000.0,,,14.0,yes,no,no,no,no,no,no,no,straight,primary,71.9,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,131,CV-0130-89d383189e38,89d383189e38fa68487642eaaa4e9c1ec193fb7d92ab58286cb88879a6eb8cb3,,False,False,doi:10.1021/acsami.7b16059,ref:yang et al 2018,Yang et al. 2018,10.1021/acsami.7b16059,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,,,,10000000.0,,,14.0,yes,no,no,no,no,no,no,no,straight,primary,77.8,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,132,CV-0131-bc56f0b2026e,bc56f0b2026ee06c35f600032d146a6cc39e56cfbd7eda486ddceb7ce05eb8e3,,False,False,doi:10.1021/acsami.7b16059,ref:yang et al 2018,Yang et al. 2018,10.1021/acsami.7b16059,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,,,,10000000.0,,,14.0,yes,no,no,no,no,no,no,no,straight,primary,91.2,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,133,CV-0132-41ebb1f7d191,41ebb1f7d19129fcfd7a97315348bcf8eeb8cb0d64997010eacd5f877ec6420a,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,900.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,3.0,no,yes,no,yes,no,no,no,no,straight,not_primary,89.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,134,CV-0133-22fe9b3ca103,22fe9b3ca1031fbc6416ba5de27928710f50b4105c78a68a64091d7c8365e14c,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,900.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,9.0,no,yes,no,yes,no,no,no,no,straight,not_primary,91.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,135,CV-0134-412a391d17b8,412a391d17b8866782eb0943ccd188005baa5d9a7fc3a5b3b97aef9cdec5bf65,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,900.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,3.0,no,yes,no,yes,no,no,no,no,straight,not_primary,93.2,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,136,CV-0135-2974849c4eb7,2974849c4eb78115e503e9ac664803d02ce8dffc6ff03dafc6cb6ffa605e2f14,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,900.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,9.0,no,yes,no,yes,no,no,no,no,straight,not_primary,93.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,137,CV-0136-5d8db8075b34,5d8db8075b344827682000270d40db5e0bc94b0855789aec245bd9c7758a91e8,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,3.0,no,yes,no,no,no,no,no,no,straight,not_primary,90.4,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,138,CV-0137-6a6cbce2c5c1,6a6cbce2c5c1cc40977498d9f2ad79ee8b830d117c4adddd2c18138a47e497c6,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,9.0,no,yes,no,no,no,no,no,no,straight,not_primary,95.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,139,CV-0138-238de2d7dfea,238de2d7dfea95feff271f3165197899f0d731b8ec65be99c6df8e9be7ebbf8f,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,3.0,no,yes,no,no,no,no,no,no,straight,not_primary,91.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,140,CV-0139-88dee54894cb,88dee54894cb8ec7f20e78997ba314b7c36751a37a30ee79848b1057ca536219,,False,False,doi:10.1088/1758-5090/aa7b1d,ref:demirtas et al 2017,Demirtaş et al. 2017,10.1088/1758-5090/aa7b1d,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1200.0,,,,30000000.0,,,9.0,no,yes,no,no,no,no,no,no,straight,not_primary,94.5,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,141,CV-0140-b27d1a94754a,b27d1a94754aa20223151569241310586e1a9eb005b4ea79c9abbaebf46c3300,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,774.06,700.0,700000.0,,,21.0,yes,no,no,no,no,no,no,no,conical,primary,76.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,142,CV-0141-993c939cbbca,993c939cbbca8364a93f98775f683736969ed6c98ae75503840470cae7d23b58,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,666.599,700.0,700000.0,,,7.0,yes,no,no,no,no,no,no,no,conical,primary,66.4,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,143,CV-0142-e726c46411be,e726c46411be2eb4f40c0e7b1cafd8b152b91487d8311c3ff8997c705b529861,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,,700.0,700000.0,,,1.0,yes,no,no,no,no,no,no,no,conical,primary,68.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,144,CV-0143-0f0b8acffdcc,0f0b8acffdcc90d51bc9774b51c386bb257d01114ffd80e2350f42648edc9e2b,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,,700.0,700000.0,,,1.0,yes,no,no,no,no,no,no,no,conical,primary,68.3,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,145,CV-0144-69aa6899a406,69aa6899a406f8d795c9e385694382635b5558bb8e66ff95c169206c5faaec7c,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,708.89,700.0,700000.0,,,7.0,yes,no,no,no,no,no,no,no,conical,primary,66.8,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,146,CV-0145-24261afe2bce,24261afe2bce95e3a3fe758d8b8100e4a98211c5876823ed116f2456dd008762,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,910.8,700.0,700000.0,,,21.0,yes,no,no,no,no,no,no,no,conical,primary,76.7,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,147,CV-0146-b6889b2493ba,b6889b2493ba0ac144f07d27e5dc582618449993e00385365cf5bb7eab52066d,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,342.708,700.0,700000.0,,,1.0,yes,no,no,no,no,no,no,no,conical,primary,53.7,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,148,CV-0147-15365b41ba78,15365b41ba78217aff4b679ac549e89aabe06b91c132c6026aca92b383a3ad8d,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,333.28,700.0,700000.0,,,7.0,yes,no,no,no,no,no,no,no,conical,primary,49.5,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,149,CV-0148-b802c6376f8c,b802c6376f8c0f398efd5cd5387d44c76bf1ee33e47ff08c82e889d60565a0d6,,False,False,doi:10.1038/s41598-020-65050-9,ref:kilian et al 2020,Kilian et al. 2020,10.1038/s41598-020-65050-9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,,,700.0,700000.0,,,21.0,yes,no,no,no,no,no,no,no,conical,primary,43.9,no,no,True,
