meta_dataset,meta_processing_version,meta_source_filename,meta_original_data_row,meta_row_id,meta_row_sha256,meta_duplicate_group_id,meta_is_in_duplicate_group,meta_is_duplicate_beyond_first,meta_primary_source_id,meta_sensitivity_source_id,reference,final_alginate_conc_pctw_or_v,final_gelatin_conc_pctw_or_v,final_gelma_conc_pctw_or_v,final_hyaluronic_acid_conc_pctw_or_v,final_meha_conc_pctw_or_v,final_norha_conc_pctw_or_v,final_fibroin_or_fibrinogen_concentration_pct_wv,final_p127_conc_pctw_or_v,final_collagen_conc_pctw_or_v,final_tcp_concentration_pct_wv,final_gellan_conc_pctw_or_v,final_nano_or_methylcellulose_concentration_pct_wv,final_pegda_concentration_pct_wv,final_agarose_concentration_pct_wv,cacl2_conc_mm,source_nacl2_concentration_mm,bacl2_conc_mm,srcl2_conc_mm,physical_crosslinking_duration_s,photocrosslinking_duration_s,extrusion_pressure_kpa,extrusion_rate_lengthwise_mm_or_s,extrusion_rate_volume_wise_ml_or_s,nozzle_movement_speed_mm_or_s,inner_nozzle_outer_diameter_um,outer_nozzle_inner_diameter_um,filament_diameter_um,cell_density_cells_or_ml,syringe_temperature_degc,substrate_temperature_degc,days_observed,construct_base_area_mm_2,construct_total_thickness_mm,cell_culture_medium_used,di_water_used,precrosslinking_solution_used,saline_solution_used,etoh_solution_used,photoinitiator_used,enzymatic_crosslinker_used,conical_or_straight_nozzle,acceptable_filament_diameter_yes_or_no,filament_to_nozzle_ratio,log_filament_to_nozzle_ratio,meta_included_in_primary,meta_primary_exclusion_reason
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,43,FD-0042-24e1261754bb,24e1261754bbfd326e31bd548071c81c7715594446f6f8c867d46f3a51d1464c,FD-DUP-010,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,362.06,700000.0,,,1.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8830731707317073,-0.1243472157505557,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,44,FD-0043-61e77c94cea0,61e77c94cea0f35caf045db10159599b5bbaf1f69c77209a783801508e513ada,FD-DUP-024,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,348.62,700000.0,,,7.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8502926829268292,-0.16217465591163413,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,45,FD-0044-151338a5cdad,151338a5cdadfae6c47ca05ed5efa709f94609fe2c40c3541f36916032328b71,FD-DUP-004,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,871.1,700000.0,,,21.0,49.0,,yes,no,no,no,no,no,no,conical,no,2.1246341463414633,0.7535996211264928,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,46,FD-0045-a29e62a0fccc,a29e62a0fcccf0093a4540f778b532a2a82c06208d6bc78e0c676894d00302a2,FD-DUP-035,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,336.12,700000.0,,,1.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8198048780487805,-0.19868892063833596,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,47,FD-0046-98cf704647f7,98cf704647f742f21ade15136ef9632080b6a33a2ca987e8622c4d208e1b1baf,FD-DUP-033,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,366.04,700000.0,,,7.0,49.0,,yes,no,no,no,no,no,no,conical,no,0.8927804878048781,-0.11341454265117604,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,48,FD-0047-2af751527520,2af751527520504fb44927c05213aeaff9091c23b41cda00fd2009ced4cbc0ff,FD-DUP-011,True,False,ref:kilian ahlfeld akkineni bioprint 2020,,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,600.0,0.0,90.0,,,10.0,0.0,410.0,903.52,700000.0,,,21.0,49.0,,yes,no,no,no,no,no,no,conical,no,2.2037073170731705,0.790141086226173,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,49,FD-0048-793cb6223792,793cb6223792a99608afe6a53a6c0314d6c6c825803465f8519803db7ddd97d6,FD-DUP-028,True,False,ref:kolesky lewis advmat 2014,,Kolesky_Lewis_AdvMat_2014,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,275.8,,,5.5,0.0,200.0,223.36,2000000.0,22.0,15.0,0.0,,,yes,no,no,no,no,yes,no,conical,no,1.1168,0.11046745302597098,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,50,FD-0049-44e4dea7da90,44e4dea7da9005c48594eea542fde07cdd1cc60b39a06bc248b4d939ec4d8812,FD-DUP-014,True,False,ref:kolesky lewis advmat 2014,,Kolesky_Lewis_AdvMat_2014,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,275.8,,,5.5,0.0,200.0,486.18,2000000.0,22.0,15.0,3.0,,,yes,no,no,no,no,yes,no,conical,no,2.4309,0.8882615591526521,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,51,FD-0050-5bbaa07dbc38,5bbaa07dbc38697dfea9f77fd42c089364a65dc4c4b81040ff31f1e4d64968a3,FD-DUP-020,True,False,ref:kolesky lewis advmat 2014,,Kolesky_Lewis_AdvMat_2014,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,275.8,,,5.5,0.0,200.0,238.61,2000000.0,22.0,15.0,0.0,,,yes,no,no,no,no,yes,no,conical,no,1.1930500000000002,0.176513053385897,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,52,FD-0051-885eb622fb6b,885eb622fb6b3bcf5f896805b4547302cc59d23902ed16172f607ea0b59318e7,FD-DUP-031,True,False,ref:kolesky lewis advmat 2014,,Kolesky_Lewis_AdvMat_2014,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,275.8,,,5.5,0.0,200.0,519.54,2000000.0,22.0,15.0,3.0,,,yes,no,no,no,no,yes,no,conical,no,2.5976999999999997,0.954626438139728,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,53,FD-0052-6a8895fbdad1,6a8895fbdad12243e6f9d3ab02fe7c859de993ac9a10b42af51d922cf4f765d9,FD-DUP-025,True,False,ref:duan butcher jbiomedmatres 2012,,Duan_Butcher_JBiomedMatRes_2012,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,600.0,0.0,,,,5.0,0.0,800.0,941.3,10000000.0,,22.0,7.0,50.26548246,1.0,no,no,no,no,no,no,no,straight,no,1.176625,0.16265017088524727,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,55,FD-0054-e109b9a84481,e109b9a844816cc573d0b28aa08d1ab0a191ad48401d50392053197457e58db0,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,747.1096,10000000.0,,,14.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,2.8734984615384613,1.0555302635691217,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,56,FD-0055-88d03c0e114b,88d03c0e114bfc39cbd2a759cae4013119285d7f2e0edd265c0fc6aa982e66f0,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,1233.2,10000000.0,,,14.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,4.743076923076924,1.5566860649964678,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,57,FD-0056-76418cbfe814,76418cbfe814be10cb0bfa5adacfc6d0f7e73e287d5216e049a8754557da1db6,,False,False,ref:yang zhao matsciengc 2018,,Yang_Zhao_MatSciEngC_2018,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,260.0,804.686,10000000.0,,,14.0,400.0,0.0,yes,no,no,no,no,no,no,straight,no,3.094946153846154,1.1297705081972207,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,74,FD-0073-09ad3b643e0f,09ad3b643e0f44a320aa4f7042796aac573540c6488e211da712b4f4aa08c74c,FD-DUP-001,True,False,ref:duan butcher jbiomedmatres 2012,,Duan_Butcher_JBiomedMatRes_2012,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,600.0,0.0,,,,5.0,0.0,800.0,941.3,10000000.0,,22.0,0.0,50.26548246,1.0,no,no,no,yes,no,no,no,straight,no,1.176625,0.16265017088524727,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,76,FD-0075-0c634b33fbfc,0c634b33fbfc62419c5b60a80fd7caecdce869ee0650fb2ed3affa08fd1943bb,,False,False,ref:be22assoni khademhosseini biofab 2014,,Be22assoni_Khademhosseini_Biofab_2014,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,2.0,,,0.0,500.0,498.2,1500000.0,,22.0,8.0,,,no,no,no,yes,no,no,no,straight,yes,0.9964,-0.003606495594111744,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,77,FD-0076-94efdeffafb7,94efdeffafb788ef92dca6cf73760d14c42a0199a6dbfdc5b0069e8142b7d5ed,,False,False,ref:be22assoni khademhosseini biofab 2014,,Be22assoni_Khademhosseini_Biofab_2014,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,2.0,,,0.0,500.0,466.5,1500000.0,,22.0,8.0,,,no,no,no,yes,no,no,no,straight,yes,0.933,-0.06935007813479317,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,78,FD-0077-56ba2204f45f,56ba2204f45f43be58e12550719a11f68774c3ac13ca19a5a501e2b1314fcb1c,,False,False,ref:be22assoni khademhosseini biofab 2014,,Be22assoni_Khademhosseini_Biofab_2014,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,2.0,,,0.0,500.0,466.6,1500000.0,,22.0,8.0,,,no,no,no,yes,no,no,no,straight,yes,0.9332,-0.06913573883486211,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,79,FD-0078-e40033e107d3,e40033e107d3a8f07308a523daf9ff61a22233f6a18615f4a6cadf5dd9c075ea,,False,False,ref:das ghosh actabiomat 2015,,Das_Ghosh_ActaBiomat_2015,0.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,,,0.0,250.0,355.52,3500000.0,28.0,18.0,0.0,49.0,1.5,yes,yes,no,no,yes,no,yes,straight,no,1.42208,0.35212058858901873,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,80,FD-0079-9826061b2533,9826061b2533cb8860a54e2c95e41e3428426d963d8a0a6ca02b1230495a01a0,,False,False,ref:das ghosh actabiomat 2015,,Das_Ghosh_ActaBiomat_2015,0.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,,,0.0,250.0,334.34,3500000.0,28.0,18.0,7.0,49.0,1.5,yes,yes,no,no,yes,no,yes,straight,no,1.3373599999999999,0.2906975214122382,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,81,FD-0080-d89ca43e3535,d89ca43e3535d8109112e4bc347d2b8f9e4aa38a3835defde44067333f371741,,False,False,ref:das ghosh actabiomat 2015,,Das_Ghosh_ActaBiomat_2015,0.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,,,0.0,250.0,362.37,3500000.0,28.0,18.0,21.0,49.0,1.5,yes,yes,no,no,yes,no,yes,straight,no,1.44948,0.37120487142305036,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,82,FD-0081-8a268a39ee23,8a268a39ee23213a2f4899cec575fa898aee417284fe9191009d6deaf8355dde,,False,False,ref:chung wallace biomatsci 2013,,Chung_Wallace_BiomatSci_2013,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,600.0,0.0,55.16,1.666666667,,,0.0,200.0,321.13,500000.0,5.0,25.0,0.0,100.0,0.0,no,no,no,yes,no,no,no,straight,no,1.60565,0.4735286590215976,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,83,FD-0082-54c5173133f2,54c5173133f256c8bce2a95d635fcbe143c0df359ac245daba57eab3d6c340b5,,False,False,ref:chung wallace biomatsci 2013,,Chung_Wallace_BiomatSci_2013,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,600.0,0.0,110.32,1.666666667,,,0.0,200.0,321.13,500000.0,5.0,25.0,0.0,100.0,0.0,no,no,no,yes,no,no,no,straight,no,1.60565,0.4735286590215976,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,84,FD-0083-01dd04976279,01dd049762791be3511eb32431d2c1c8e520ccb1ab85cef78573ec80cb89cb0e,,False,False,ref:chung wallace biomatsci 2013,,Chung_Wallace_BiomatSci_2013,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,600.0,0.0,165.47,1.666666667,,,0.0,200.0,321.13,500000.0,5.0,25.0,0.0,100.0,0.0,no,no,no,yes,no,no,no,straight,no,1.60565,0.4735286590215976,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,85,FD-0084-73339d654716,73339d6547165c3920dbd9835406d01a49cf3a2759a0d91f4527ac532ac6ac01,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,625.71,5000000.0,20.0,3.5,0.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.406576923076923,0.8782053739611256,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,86,FD-0085-756f34924e7c,756f34924e7ce954c799d4877de286cf0b7d0eb6611e8d6a405fd0f574194820,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,630.01,5000000.0,20.0,3.5,3.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.4231153846153846,0.8850540612599487,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,87,FD-0086-ae35b407a2d7,ae35b407a2d7e54eff94cad96d63d413c98859df42e11dba1e0b5f19a3d6a78b,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,713.0,5000000.0,20.0,3.5,7.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.7423076923076923,1.0087997893987681,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,88,FD-0087-91afff757348,91afff757348fba13ce421ffeae33a8d8dac0f839ae2b1a6d59ca60d9f2bffa9,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,620.95,5000000.0,20.0,3.5,0.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.388269230769231,0.870568932378514,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,89,FD-0088-4cc8d62995a1,4cc8d62995a1df71a988a51fc010bb595a72750454ee9009db6b53f336035f58,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,682.35,5000000.0,20.0,3.5,3.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.624423076923077,0.9648610916685951,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,90,FD-0089-f4311fb8e089,f4311fb8e089ad6f670fb6269c9deebcc440ebd3bda2322841063018173150eb,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,592.02,5000000.0,20.0,3.5,7.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.277,0.8228587870816026,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,91,FD-0090-2b685617bc76,2b685617bc76fe64d3253156da28e875e177d4cda41155840211744f2897df1b,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,462.65,5000000.0,20.0,3.5,0.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,1.7794230769230768,0.5762891976795115,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,92,FD-0091-795110bb481b,795110bb481bf89bd5c4ce00daaecdb206d94e350f14acaaaa7525856f677009,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,460.74,5000000.0,20.0,3.5,3.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,1.772076923076923,0.5721522615549794,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,93,FD-0092-9b56c8f9ad54,9b56c8f9ad54253545a25034ba7bf99340dc81c672e22bf6e12789b9f57cb462,,False,False,ref:yin suo appmatint 2018,,Yin_Suo_AppMatInt_2018,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,150.0,5.0,,5.0,0.0,260.0,542.53,5000000.0,20.0,3.5,7.0,81.0,5.0,no,yes,no,yes,no,yes,no,straight,no,2.086653846153846,0.7355617524092942,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,94,FD-0093-675edf21a0e6,675edf21a0e6298ee94b307b2352914d80f6c8a375ac587a347db9ce8583ccbe,,False,False,ref:liu zhang advhealthmat 2017,,Liu_Zhang_AdvHealthMat_2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,1.666666667,6.666666667,0.0,210.0,636.51,4000000.0,21.0,21.0,0.0,25.0,1.6,no,no,no,yes,no,yes,no,conical,no,3.031,1.108892598075666,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,95,FD-0094-f7b62d7a1641,f7b62d7a1641800f037f31bc1fc308b88847ebc5bea911a79b2e8badefd61fc5,,False,False,ref:liu zhang advhealthmat 2017,,Liu_Zhang_AdvHealthMat_2017,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,1.666666667,6.666666667,0.0,210.0,608.85,4000000.0,21.0,21.0,0.0,25.0,1.6,no,no,no,yes,no,yes,no,conical,no,2.8992857142857145,1.0644644012355478,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,96,FD-0095-c0f0fc38fd96,c0f0fc38fd96ca0474c2eb80c3522f50f32fd3d7f36650a587c05fd2108d3a34,,False,False,ref:liu zhang advhealthmat 2017,,Liu_Zhang_AdvHealthMat_2017,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,1.666666667,6.666666667,0.0,210.0,648.04,4000000.0,21.0,21.0,0.0,25.0,1.6,no,no,no,yes,no,yes,no,conical,no,3.0859047619047617,1.1268448921247487,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,97,FD-0096-3d6925221fc2,3d6925221fc2d74a667428ff157f27e06d4084d238cc2a342096f0c1ea3b3232,,False,False,ref:lim levato advhealthmat 2020,,Lim_Levato_AdvHealthMat_2020,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,220.0,,,12.0,0.0,337.0,294.71,20000000.0,18.0,,0.0,19.63495408,1.0,no,no,no,yes,no,yes,no,straight,no,0.8745103857566765,-0.13409110837138744,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,98,FD-0097-e44b4e3b0a82,e44b4e3b0a829a8121fdc84a0e0f03e6b94f4b7d459cdf5024c629c9f0cb4ef0,,False,False,ref:lim levato advhealthmat 2020,,Lim_Levato_AdvHealthMat_2020,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,220.0,,,12.0,0.0,337.0,419.0,20000000.0,18.0,,7.0,19.63495408,1.0,no,no,no,yes,no,yes,no,straight,no,1.2433234421364985,0.21778798956977596,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,99,FD-0098-9373f0cfa6c1,9373f0cfa6c10250ee06a75bc78f747e8e1ee9e445f444b0c8da7874d1bf7e18,,False,False,ref:lim levato advhealthmat 2020,,Lim_Levato_AdvHealthMat_2020,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,220.0,,,12.0,0.0,337.0,281.83,20000000.0,18.0,,0.0,19.63495408,1.0,no,no,no,yes,no,yes,no,straight,no,0.8362908011869435,-0.1787788780728916,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,100,FD-0099-4940f8bc0d86,4940f8bc0d86435ff1fb7a2399567e2e7bd80ffc124edbadc9fbc101ab8e9532,,False,False,ref:lim levato advhealthmat 2020,,Lim_Levato_AdvHealthMat_2020,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,220.0,,,12.0,0.0,337.0,409.0,20000000.0,18.0,,7.0,19.63495408,1.0,no,no,no,yes,no,yes,no,straight,no,1.2136498516320475,0.19363222569044006,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,101,FD-0100-80d0795d7de9,80d0795d7de95dbd751496d1a3b205c9dec4d5375c07a0fe4467e5d8e205858e,,False,False,ref:tigner alge biomacromol 2020,,Tigner_Alge_Biomacromol_2020,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,,3.0,,15.0,0.0,838.0,1553.07,2000000.0,22.5,,1.0,70.56,1.0,no,no,no,yes,no,yes,no,conical,no,1.853305489260143,0.6169707957010249,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,102,FD-0101-2796ab5b629c,2796ab5b629ca19e97f85a5183d419b0ee4b22cf546948a9bb1d0a0ee3bfb661,,False,False,ref:tigner alge biomacromol 2020,,Tigner_Alge_Biomacromol_2020,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,,3.0,,15.0,0.0,838.0,1687.146,2000000.0,22.5,,3.0,70.56,1.0,no,no,no,yes,no,yes,no,conical,no,2.0133007159904532,0.6997755224803882,True,
filament_diameter,1.0.0,Filament diameter dataset V1 (1).csv,103,FD-0102-111d7ec98606,111d7ec9860690f8ac678a8a70c5dd5abb6e610621d140f7f6fe986cdc3ff079,,False,False,ref:tigner alge biomacromol 2020,,Tigner_Alge_Biomacromol_2020,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,,3.0,,15.0,0.0,838.0,1675.869,2000000.0,22.5,,7.0,70.56,1.0,no,no,no,yes,no,yes,no,conical,no,1.999843675417661,0.6930690152139447,True,
