meta__dataset,meta__source_filename,meta__original_data_row,meta__row_sha256,meta__row_id,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),meta__duplicate_group_id,meta__is_in_duplicate_group,meta__is_duplicate_beyond_first
filament_diameter,Filament diameter dataset V1 (1).csv,63,b6b968f0cabf2257239f2c28cd4258b16e573364dcd7a6df1ef1fec6e1ca35b1,FD-0062-b6b968f0cabf,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,333.28,700000,,,7,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-037,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,64,24e1261754bbfd326e31bd548071c81c7715594446f6f8c867d46f3a51d1464c,FD-0063-24e1261754bb,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,362.06,700000,,,1,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-010,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,65,61e77c94cea0f35caf045db10159599b5bbaf1f69c77209a783801508e513ada,FD-0064-61e77c94cea0,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,348.62,700000,,,7,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-024,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,66,151338a5cdadfae6c47ca05ed5efa709f94609fe2c40c3541f36916032328b71,FD-0065-151338a5cdad,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,871.1,700000,,,21,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-004,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,67,a29e62a0fcccf0093a4540f778b532a2a82c06208d6bc78e0c676894d00302a2,FD-0066-a29e62a0fccc,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,336.12,700000,,,1,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-035,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,68,98cf704647f742f21ade15136ef9632080b6a33a2ca987e8622c4d208e1b1baf,FD-0067-98cf704647f7,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,366.04,700000,,,7,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-033,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,69,2af751527520504fb44927c05213aeaff9091c23b41cda00fd2009ced4cbc0ff,FD-0068-2af751527520,Kilian_Ahlfeld_Akkineni_Bioprint_2020,3,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,600,0,90,,,10,0,410,903.52,700000,,,21,49,,Y,N,N,N,N,N,N,C,N,FD-DUP-011,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,70,793cb6223792a99608afe6a53a6c0314d6c6c825803465f8519803db7ddd97d6,FD-0069-793cb6223792,Kolesky_Lewis_AdvMat_2014,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,275.8,,,5.5,0,200,223.36,2000000,22,15,0,,,Y,N,N,N,N,Y,N,C,N,FD-DUP-028,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,71,44e4dea7da9005c48594eea542fde07cdd1cc60b39a06bc248b4d939ec4d8812,FD-0070-44e4dea7da90,Kolesky_Lewis_AdvMat_2014,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,275.8,,,5.5,0,200,486.18,2000000,22,15,3,,,Y,N,N,N,N,Y,N,C,N,FD-DUP-014,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,72,5bbaa07dbc38697dfea9f77fd42c089364a65dc4c4b81040ff31f1e4d64968a3,FD-0071-5bbaa07dbc38,Kolesky_Lewis_AdvMat_2014,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,275.8,,,5.5,0,200,238.61,2000000,22,15,0,,,Y,N,N,N,N,Y,N,C,N,FD-DUP-020,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,73,885eb622fb6b3bcf5f896805b4547302cc59d23902ed16172f607ea0b59318e7,FD-0072-885eb622fb6b,Kolesky_Lewis_AdvMat_2014,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,275.8,,,5.5,0,200,519.54,2000000,22,15,3,,,Y,N,N,N,N,Y,N,C,N,FD-DUP-031,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,74,09ad3b643e0f44a320aa4f7042796aac573540c6488e211da712b4f4aa08c74c,FD-0073-09ad3b643e0f,Duan_Butcher_JBiomedMatRes_2012,5,6,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,600,0,,,,5,0,800,941.3,10000000,,22,0,50.26548246,1,N,N,N,Y,N,N,N,S,N,FD-DUP-001,True,False
filament_diameter,Filament diameter dataset V1 (1).csv,75,09ad3b643e0f44a320aa4f7042796aac573540c6488e211da712b4f4aa08c74c,FD-0074-09ad3b643e0f,Duan_Butcher_JBiomedMatRes_2012,5,6,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,600,0,,,,5,0,800,941.3,10000000,,22,0,50.26548246,1,N,N,N,Y,N,N,N,S,N,FD-DUP-001,True,True
filament_diameter,Filament diameter dataset V1 (1).csv,76,0c634b33fbfc62419c5b60a80fd7caecdce869ee0650fb2ed3affa08fd1943bb,FD-0075-0c634b33fbfc,Be22assoni_Khademhosseini_Biofab_2014,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,2,,,0,500,498.2,1500000,,22,8,,,N,N,N,Y,N,N,N,S,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,77,94efdeffafb788ef92dca6cf73760d14c42a0199a6dbfdc5b0069e8142b7d5ed,FD-0076-94efdeffafb7,Be22assoni_Khademhosseini_Biofab_2014,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,2,,,0,500,466.5,1500000,,22,8,,,N,N,N,Y,N,N,N,S,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,78,56ba2204f45f43be58e12550719a11f68774c3ac13ca19a5a501e2b1314fcb1c,FD-0077-56ba2204f45f,Be22assoni_Khademhosseini_Biofab_2014,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,2,,,0,500,466.6,1500000,,22,8,,,N,N,N,Y,N,N,N,S,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,79,e40033e107d3a8f07308a523daf9ff61a22233f6a18615f4a6cadf5dd9c075ea,FD-0078-e40033e107d3,Das_Ghosh_ActaBiomat_2015,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1,,,0,250,355.52,3500000,28,18,0,49,1.5,Y,Y,N,N,Y,N,Y,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,80,9826061b2533cb8860a54e2c95e41e3428426d963d8a0a6ca02b1230495a01a0,FD-0079-9826061b2533,Das_Ghosh_ActaBiomat_2015,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1,,,0,250,334.34,3500000,28,18,7,49,1.5,Y,Y,N,N,Y,N,Y,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,81,d89ca43e3535d8109112e4bc347d2b8f9e4aa38a3835defde44067333f371741,FD-0080-d89ca43e3535,Das_Ghosh_ActaBiomat_2015,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1,,,0,250,362.37,3500000,28,18,21,49,1.5,Y,Y,N,N,Y,N,Y,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,82,8a268a39ee23213a2f4899cec575fa898aee417284fe9191009d6deaf8355dde,FD-0081-8a268a39ee23,Chung_Wallace_BiomatSci_2013,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,600,0,55.16,1.666666667,,,0,200,321.13,500000,5,25,0,100,0,N,N,N,Y,N,N,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,83,54c5173133f256c8bce2a95d635fcbe143c0df359ac245daba57eab3d6c340b5,FD-0082-54c5173133f2,Chung_Wallace_BiomatSci_2013,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,600,0,110.32,1.666666667,,,0,200,321.13,500000,5,25,0,100,0,N,N,N,Y,N,N,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,84,01dd049762791be3511eb32431d2c1c8e520ccb1ab85cef78573ec80cb89cb0e,FD-0083-01dd04976279,Chung_Wallace_BiomatSci_2013,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,600,0,165.47,1.666666667,,,0,200,321.13,500000,5,25,0,100,0,N,N,N,Y,N,N,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,85,73339d6547165c3920dbd9835406d01a49cf3a2759a0d91f4527ac532ac6ac01,FD-0084-73339d654716,Yin_Suo_AppMatInt_2018,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,625.71,5000000,20,3.5,0,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,86,756f34924e7ce954c799d4877de286cf0b7d0eb6611e8d6a405fd0f574194820,FD-0085-756f34924e7c,Yin_Suo_AppMatInt_2018,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,630.01,5000000,20,3.5,3,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,87,ae35b407a2d7e54eff94cad96d63d413c98859df42e11dba1e0b5f19a3d6a78b,FD-0086-ae35b407a2d7,Yin_Suo_AppMatInt_2018,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,713,5000000,20,3.5,7,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,88,91afff757348fba13ce421ffeae33a8d8dac0f839ae2b1a6d59ca60d9f2bffa9,FD-0087-91afff757348,Yin_Suo_AppMatInt_2018,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,620.95,5000000,20,3.5,0,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,89,4cc8d62995a1df71a988a51fc010bb595a72750454ee9009db6b53f336035f58,FD-0088-4cc8d62995a1,Yin_Suo_AppMatInt_2018,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,682.35,5000000,20,3.5,3,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,90,f4311fb8e089ad6f670fb6269c9deebcc440ebd3bda2322841063018173150eb,FD-0089-f4311fb8e089,Yin_Suo_AppMatInt_2018,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,592.02,5000000,20,3.5,7,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,91,2b685617bc76fe64d3253156da28e875e177d4cda41155840211744f2897df1b,FD-0090-2b685617bc76,Yin_Suo_AppMatInt_2018,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,462.65,5000000,20,3.5,0,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,92,795110bb481bf89bd5c4ce00daaecdb206d94e350f14acaaaa7525856f677009,FD-0091-795110bb481b,Yin_Suo_AppMatInt_2018,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,460.74,5000000,20,3.5,3,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,93,9b56c8f9ad54253545a25034ba7bf99340dc81c672e22bf6e12789b9f57cb462,FD-0092-9b56c8f9ad54,Yin_Suo_AppMatInt_2018,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,5,,5,0,260,542.53,5000000,20,3.5,7,81,5,N,Y,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,94,675edf21a0e6298ee94b307b2352914d80f6c8a375ac587a347db9ce8583ccbe,FD-0093-675edf21a0e6,Liu_Zhang_AdvHealthMat_2017,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,1.666666667,6.666666667,0,210,636.51,4000000,21,21,0,25,1.6,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,95,f7b62d7a1641800f037f31bc1fc308b88847ebc5bea911a79b2e8badefd61fc5,FD-0094-f7b62d7a1641,Liu_Zhang_AdvHealthMat_2017,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,1.666666667,6.666666667,0,210,608.85,4000000,21,21,0,25,1.6,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,96,c0f0fc38fd96ca0474c2eb80c3522f50f32fd3d7f36650a587c05fd2108d3a34,FD-0095-c0f0fc38fd96,Liu_Zhang_AdvHealthMat_2017,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,1.666666667,6.666666667,0,210,648.04,4000000,21,21,0,25,1.6,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,97,3d6925221fc2d74a667428ff157f27e06d4084d238cc2a342096f0c1ea3b3232,FD-0096-3d6925221fc2,Lim_Levato_AdvHealthMat_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,,,12,0,337,294.71,20000000,18,,0,19.63495408,1,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,98,e44b4e3b0a829a8121fdc84a0e0f03e6b94f4b7d459cdf5024c629c9f0cb4ef0,FD-0097-e44b4e3b0a82,Lim_Levato_AdvHealthMat_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,,,12,0,337,419,20000000,18,,7,19.63495408,1,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,99,9373f0cfa6c10250ee06a75bc78f747e8e1ee9e445f444b0c8da7874d1bf7e18,FD-0098-9373f0cfa6c1,Lim_Levato_AdvHealthMat_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,,,12,0,337,281.83,20000000,18,,0,19.63495408,1,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,100,4940f8bc0d86435ff1fb7a2399567e2e7bd80ffc124edbadc9fbc101ab8e9532,FD-0099-4940f8bc0d86,Lim_Levato_AdvHealthMat_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,,,12,0,337,409,20000000,18,,7,19.63495408,1,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,101,80d0795d7de95dbd751496d1a3b205c9dec4d5375c07a0fe4467e5d8e205858e,FD-0100-80d0795d7de9,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1553.07,2000000,22.5,,1,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,102,2796ab5b629ca19e97f85a5183d419b0ee4b22cf546948a9bb1d0a0ee3bfb661,FD-0101-2796ab5b629c,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1687.146,2000000,22.5,,3,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,103,111d7ec9860690f8ac678a8a70c5dd5abb6e610621d140f7f6fe986cdc3ff079,FD-0102-111d7ec98606,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1675.869,2000000,22.5,,7,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,104,8339c6bcd592c35939000b826153da98f1be84241332e51ad1bcb15aeaaf8cef,FD-0103-8339c6bcd592,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1300.498,2000000,22.5,,1,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,105,0363bec40fc8c3469d726fd13f37e2623834a9c079d1d73ada16938fafece57b,FD-0104-0363bec40fc8,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1233.966,2000000,22.5,,3,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,106,6da575b5c929fe4a7734e1fd8a9db84feadf0b713d85fd9bbb41b634e1360718,FD-0105-6da575b5c929,Tigner_Alge_Biomacromol_2020,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1417.279,2000000,22.5,,7,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,107,ca16a1543aad573e57f77a9c303fd0dc27f095257f1783130a6d9b251a0556ad,FD-0106-ca16a1543aad,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1014.45,2000000,22.5,,1,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,108,6f438210756ae92b7c08fe2933d6f2d10a3376b2632bca36bafdc1b53bc52c10,FD-0107-6f438210756a,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1101.27,2000000,22.5,,3,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,109,74b8ec3a5eea1559353690d64e287761783cbf1a726549f1c3372e56850ee980,FD-0108-74b8ec3a5eea,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,3,,15,0,838,1311.52,2000000,22.5,,7,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,110,e0cb1f1a025ee69a5540642b3cd5770bdfb2921c1d51c4b2239c7868cd320be8,FD-0109-e0cb1f1a025e,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1373.11,2000000,22.5,,1,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,111,fe4dbd31aae21249d93a83e01893bd2ff4fd06339ce61e05e21f3fab5e0f7709,FD-0110-fe4dbd31aae2,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1302.86,2000000,22.5,,3,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,112,df80da84465c3c4d5f9465f77d460da4bb4e23abcae96858fc28a25c2196ff39,FD-0111-df80da84465c,Tigner_Alge_Biomacromol_2020,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,3,,15,0,838,1496.41,2000000,22.5,,7,70.56,1,N,N,N,Y,N,Y,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,113,418423681df3ab88e2d1357cb76d927b99d6eb19bcc67859239e1b8d98567053,FD-0112-418423681df3,Soliman_Lim_AdvHealthMat_2020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,11.67,,,0,337,292.39,5000000,10,10,1,,,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,114,7fda2e91479c3e9e3dd0b3cf00005830be776348e916aa4aadab59184a5b5672,FD-0113-7fda2e91479c,Soliman_Lim_AdvHealthMat_2020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,11.67,,,0,337,357.32,5000000,10,10,7,,,N,N,N,Y,N,Y,N,S,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,115,c8923d557189e18a7ab487089c450971de4bc7219d083defbe267f86a62a273a,FD-0114-c8923d557189,Soliman_Lim_AdvHealthMat_2020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,11.67,,,0,337,291.28,5000000,10,10,1,,,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,116,1c48488fb61662a3aacc6f93d6ff7d766f71b6418aaea58af45291c48bead987,FD-0115-1c48488fb616,Soliman_Lim_AdvHealthMat_2020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,11.67,,,0,337,297.81,5000000,10,10,7,,,N,N,N,Y,N,Y,N,S,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,117,2a938eefd4346d04f220467c69e62435e023e22d72c8b9e25cd09cc52a371470,FD-0116-2a938eefd434,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,964.53,5000000,,22,0.020833333,64,785.6,N,N,N,Y,N,N,N,C,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,118,8cd2c259ef3d77186b108e276cfa377aad29848b969464e932f329242f57f6c0,FD-0117-8cd2c259ef3d,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,896.94,5000000,,22,0.041666667,64,785.6,N,N,N,Y,N,N,N,C,Y,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,119,64e960a64445f43e0e6f743725ecee847796984800ef45a9d606086eacb3653f,FD-0118-64e960a64445,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,1062.05,5000000,,22,0.083333333,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,120,beaf9c38ed64bd49571854502145866d378e51c6675993dbad339cf60e9a3c64,FD-0119-beaf9c38ed64,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,1116.13,5000000,,22,1,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,121,d6bb6ba608111077ba116a3aad8943965fd255aac1214a9eff204440bd827956,FD-0120-d6bb6ba60811,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,1283.87,5000000,,22,2,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,122,69b02883a80894fe70cd2f9083976b8fdacbdbc466f1dfcfddca37678974c298,FD-0121-69b02883a808,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,1670.97,5000000,,22,3,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,123,f5f0f19b78a6cfc32eeef0e61a3f75f1160b2a290499f9ce5c200c3d243e9ada,FD-0122-f5f0f19b78a6,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,2400,5000000,,22,4,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,124,ba9e8a19dbc3ff0160f73c8b35c14ac99f7aa1be801add99f6e678ecb06f11a3,FD-0123-ba9e8a19dbc3,Shin_Burdick_ActaBiomat_2019,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,933.48,2922.58,5000000,,22,6,64,785.6,N,N,N,Y,N,N,N,C,N,,False,False
filament_diameter,Filament diameter dataset V1 (1).csv,125,7d128babd92acfeafedd2f992c1eaac37c5a432f1b3fdc01224e5dddac4cf299,FD-0124-7d128babd92a,Chen_Zhang_AppMatINt_2019,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,0.000833,5,0,210,152.96,1000000,37,22,0,,,N,N,N,Y,N,N,N,S,N,FD-DUP-029,True,False
filament_diameter,Filament diameter dataset V1 (1).csv,126,336c9e327adf9ba7034ae8e802bdd626d0208f176081f115c1b88f02d4859bb1,FD-0125-336c9e327adf,Chen_Zhang_AppMatINt_2019,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,,,0.000833,5,0,210,152.96,1000000,37,22,0,,,N,N,N,Y,N,N,N,S,N,FD-DUP-012,True,False
filament_diameter,Filament diameter dataset V1 (1).csv,127,a32eadc30c0376495a7d6555ce43d26c91a1a9eb96994a3be23b44cacdd4e6dc,FD-0126-a32eadc30c03,Chen_Zhang_AppMatINt_2019,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,,,0.000833,5,0,210,152.96,1000000,37,22,0,,,N,N,N,Y,N,N,N,S,N,FD-DUP-036,True,False
