dataset,dataset_code,validation_design,repeat,meta_row_id,meta_primary_source_id,assigned_test_fold,assignment_seed
cell_viability,CV,random_rowwise,5,CV-0448-6f594371f018,doi:10.1089/ten.a.2007.0004,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0449-62c62145d33c,doi:10.1089/ten.a.2007.0004,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0450-ae0d1c26d5d9,doi:10.1089/ten.a.2007.0004,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0451-42b959462707,doi:10.1089/ten.a.2007.0004,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0452-2c7a5dbfaf40,doi:10.1089/ten.a.2007.0004,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0453-0fbce45a8ac7,doi:10.1089/ten.a.2007.0004,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0454-83e5cc63ca3d,doi:10.1088/1758-5090/8/4/045005,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0455-a1c14803dc69,doi:10.1002/adhm.201801631,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0456-ca30d534cd27,doi:10.1002/adhm.201801631,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0457-a7aa3dba7e61,doi:10.1002/adhm.201801631,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0458-d8ccd72ab5fd,doi:10.1088/1758-5090/ab7553,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0459-47ae16e09fe8,doi:10.1088/1758-5090/ab7553,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0460-bab236b561c8,doi:10.1088/1758-5090/ab7553,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0461-905d3bc6753c,doi:10.1088/1758-5090/ab7553,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0462-85bf30c9030b,doi:10.1088/1758-5090/7/4/044102,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0463-25fb66f2404b,doi:10.1088/1758-5090/7/4/044102,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0464-6f2d61be77ed,doi:10.1088/1758-5090/7/4/044102,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0465-2a8640d2ee6c,doi:10.1088/1758-5090/7/4/044102,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0466-ed3fa9e7f407,doi:10.1088/1758-5090/7/4/044102,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0467-b1642bb33f90,doi:10.1088/1758-5090/7/4/044102,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0468-b29719c98c88,doi:10.1088/1758-5090/7/4/044102,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0469-0c7839f9d91b,doi:10.1088/1758-5090/7/4/044102,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0470-2c4793d998ef,doi:10.1088/1758-5090/7/4/044102,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0471-a661d06ad1d6,doi:10.1088/1758-5090/7/4/044102,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0472-439a19c5bb6f,doi:10.1038/s41598-017-17286-1,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0473-b20162531145,doi:10.1038/s41598-017-17286-1,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0474-7b55530160d0,doi:10.1016/j.jmbbm.2017.12.018,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0475-043d05144d76,doi:10.1016/j.jmbbm.2017.12.018,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0476-5d50b0b8fe51,doi:10.1016/j.jmbbm.2017.12.018,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0477-e7d8d7654926,doi:10.1089/ten.tec.2015.0307,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0478-c9e54d2405c9,doi:10.1089/ten.tec.2015.0307,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0479-a45c9e627811,doi:10.1089/ten.tec.2015.0307,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0480-e1c32371febc,doi:10.1089/ten.tec.2015.0307,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0481-79452764e43e,doi:10.1089/ten.tec.2015.0307,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0482-c31348d3c0f4,doi:10.1089/ten.tec.2015.0307,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0483-0ce53254d33e,doi:10.1089/ten.tec.2015.0307,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0484-0b3a4211e258,doi:10.1089/ten.tec.2015.0307,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0485-f02a9d0cdf39,doi:10.1089/ten.tec.2015.0307,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0486-21b01eb2355d,doi:10.1089/ten.tec.2015.0307,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0487-098bb2ca3dec,doi:10.1115/1.3128729,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0488-34f9a46103e0,doi:10.1115/1.3128729,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0489-0d059cfcd2e0,doi:10.1115/1.3128729,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0490-2467610e5882,doi:10.1115/1.3128729,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0491-5dc22a376185,doi:10.1002/term.1682,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0492-ce75730d91cc,doi:10.1002/term.1682,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0493-3426015f2905,doi:10.1002/term.1682,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0494-764e72c041e1,doi:10.1002/term.1682,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0495-c4977070fd63,doi:10.1007/s00289-020-03421-y,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0496-f074ec13346a,doi:10.1088/1758-5090/7/4/044101,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0497-593fd19f90e4,doi:10.1088/1758-5090/7/4/044101,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0498-3c2255c0777c,doi:10.1088/1758-5090/7/4/044101,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0499-550a262d8afd,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0500-c25b91923b49,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0501-2c1c332ae764,doi:10.1088/1758-5090/8/3/035020,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0502-3bb8163ac5fb,doi:10.1088/1758-5090/8/3/035020,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0503-c10d38b56b51,doi:10.1088/1758-5090/8/3/035020,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0504-dce0adb1906d,doi:10.1088/1758-5090/8/3/035020,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0505-e016fd048bea,doi:10.1088/1758-5090/8/3/035020,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0506-9283434de60d,doi:10.1088/1758-5090/8/3/035020,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0507-f46c703a8d1f,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0508-bcbe8732b739,doi:10.1088/1758-5090/8/3/035020,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0509-8ee788469c87,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0510-66648ebc1116,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0511-a36277f693a4,doi:10.1088/1758-5090/8/3/035020,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0512-0e5927ad5cb9,doi:10.1088/1758-5090/8/3/035020,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0513-d4ce1dab9a29,doi:10.1088/1758-5090/ab38ef,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0514-d9c8a399f63d,doi:10.1088/1758-5082/6/3/035001,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0515-6e8922007457,doi:10.1088/1758-5082/6/3/035001,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0516-7f5aefbf7ff4,doi:10.1088/1758-5082/6/3/035001,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0517-db66c73c8c5f,doi:10.1088/1758-5082/6/3/035001,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0518-a37403acd742,doi:10.18063/ijb.v6i1.250,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0519-380c601ba698,doi:10.18063/ijb.v6i1.250,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0520-686804746cf1,doi:10.3390/ma13194237,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0521-18e705f743f5,doi:10.3390/ma13194237,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0522-a3b3a22b730b,doi:10.3390/ma13194237,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0523-8c19c3e5e458,doi:10.1088/1758-5090/abc39b,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0524-e70d3ccb053a,doi:10.1088/1758-5090/abc39b,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0525-99e7c1f18399,doi:10.1088/1758-5090/abc39b,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0526-b00cfd6f421f,doi:10.1088/1758-5090/abc39b,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0527-ff8ad552ff27,doi:10.1088/1758-5090/abc39b,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0528-b68981c29d28,doi:10.1088/1758-5090/abc39b,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0529-bfcc352a5dc0,doi:10.1088/1758-5090/abc39b,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0530-8fd3117eca37,doi:10.1088/1758-5090/abc39b,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0531-37741f5a5152,doi:10.1088/1758-5090/abc39b,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0532-04a5d7d607c4,doi:10.1088/1758-5090/abc39b,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0533-c36c3f5e1b77,doi:10.1088/1758-5090/abc39b,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0534-ff184c4b7221,doi:10.1088/1758-5090/abc39b,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0535-cf530400a4b4,doi:10.1088/1758-5090/abc39b,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0536-17559f9f514a,doi:10.1088/1758-5090/abc39b,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0538-dd683e73c318,doi:10.1115/1.4043960,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0539-f52482a441c3,doi:10.1115/1.4043960,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0540-92bd72d1e925,doi:10.1016/j.addma.2020.101640,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0541-ac774f07ce02,doi:10.1016/j.addma.2020.101640,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0542-06a2073613dd,doi:10.1016/j.addma.2020.101640,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0543-e4b2996c5570,doi:10.1016/j.addma.2020.101640,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0544-c2e55958ee7e,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0545-f7f08e38da25,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0546-5cebd82fb35b,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0547-715338a3efff,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0548-5c2a2f25437c,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0549-5fb804bba41b,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0550-0cb33657494d,doi:10.1002/mabi.201600472,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0551-b02477ec35e0,doi:10.1002/mabi.201600472,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0552-5aa4e4ce2d38,doi:10.1002/mabi.201600472,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0553-7aebf5646a6d,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0554-faed3e6fc0fb,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0555-b3170a89a09c,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0556-1d291e1c68d2,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0557-22d66fc9d977,doi:10.1002/mabi.201600472,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0558-13dbad416a55,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0559-33ffe3ac31ad,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0560-2171fe2b8aa1,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0561-ead4063bcb59,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0562-bc0333411511,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0563-0b105af374e4,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0564-c9b6563551cd,doi:10.1002/mabi.201600472,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0565-f5decaaea83b,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0566-94101e80c79c,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0567-5e75d8017f34,doi:10.1002/mabi.201600472,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0568-41b4732c5b4a,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0569-aabe1569cc8d,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0570-93193caf23de,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0571-67b7c0d2dd85,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0572-f8ca1dd68b72,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0573-5e0e0655e9f2,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0574-8dd90283bb23,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0575-8b82059d72f1,doi:10.1002/mabi.201600472,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0576-fdd27a62eea1,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0577-2989c7de8719,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0578-5e7970eee093,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0579-a0bfb53289fe,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0580-721d73e4555a,doi:10.1002/mabi.201600472,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0581-7311e3286826,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0582-deef0ad6ef5f,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0583-8b55b4b01c0f,doi:10.1002/mabi.201600472,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0584-190956644816,doi:10.1002/mabi.201600472,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0585-3c14316dcb1a,doi:10.1002/mabi.201600472,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0586-fdae8b813bfa,doi:10.1088/1758-5090/ab0692,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0587-f0c53e495abf,doi:10.1088/1758-5090/ab0692,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0588-84c888b6e95a,doi:10.1088/1758-5090/ab0692,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0589-c9bf889d1f60,doi:10.1088/1758-5090/ab0692,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0590-dda7b36b44f4,doi:10.1016/j.mtbio.2020.100078,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0591-32e46ec7fe08,doi:10.1016/j.mtbio.2020.100078,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0592-6ac7edfef1b3,doi:10.1016/j.mtbio.2020.100078,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0593-854cf09f37b5,doi:10.1016/j.mtbio.2020.100078,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0594-9636c6b04470,doi:10.1016/j.mtbio.2020.100078,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0595-0b7ce41ab934,doi:10.3390/polym12102346,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0596-cc9f5f6b31ae,doi:10.3390/polym12102346,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0597-f4b084b93684,doi:10.1016/j.actbio.2020.07.016,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0598-1f3e2aea1743,doi:10.1016/j.actbio.2020.07.016,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0599-df05bab4cfdb,doi:10.1016/j.actbio.2020.07.016,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0600-f72d41f49e73,doi:10.1016/j.actbio.2020.07.016,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0601-07cbd25139f9,doi:10.1016/j.actbio.2020.07.016,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0602-dc791eb4c629,doi:10.1016/j.actbio.2020.07.016,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0603-70e6b8269993,doi:10.1038/s41598-019-55034-9,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0604-b73654d03243,doi:10.1038/s41598-019-55034-9,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0605-644c8929f57c,doi:10.1038/s41598-019-55034-9,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0606-527ac5422582,doi:10.1038/s41598-019-55034-9,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0607-137387b2915f,doi:10.1038/s41598-019-55034-9,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0608-04a28fb472c2,doi:10.1038/s41598-019-55034-9,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0609-da70377e8b95,doi:10.1038/s41598-019-55034-9,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0610-e462dead13d0,doi:10.1038/s41598-019-55034-9,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0611-92a69b0fca50,doi:10.1038/s41598-019-55034-9,2,1359334306
cell_viability,CV,random_rowwise,5,CV-0612-38ca21c7853b,doi:10.1038/s41598-019-55034-9,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0613-d4e699c50745,doi:10.1038/s41598-019-55034-9,1,1359334306
cell_viability,CV,random_rowwise,5,CV-0614-b18cbc7176f8,doi:10.1038/s41598-019-55034-9,3,1359334306
cell_viability,CV,random_rowwise,5,CV-0615-aeefa07d3fa8,doi:10.1038/s41598-019-55034-9,5,1359334306
cell_viability,CV,random_rowwise,5,CV-0616-7bf801cf34e3,doi:10.1038/s41598-019-55034-9,4,1359334306
cell_viability,CV,random_rowwise,5,CV-0617-35c50c246dfa,doi:10.1038/s41598-019-55034-9,1,1359334306
cell_viability,CV,publication_grouped,1,CV-0001-715941901c3f,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0002-efe9fa421c3e,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0003-245f4a5876ad,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0004-e755838550ec,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0005-d78784a5e835,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0006-592f9802dc18,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0007-7168c2dad485,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0008-3a953acd55f4,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0009-0cead524da82,doi:10.1089/ten.a.2007.0158,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0010-3516ef41b276,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0011-5e195956bdac,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0012-a412435f079d,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0013-88dba2311f7e,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0014-8c48be7bf353,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0015-bb35a2db110c,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0016-a053f41712c5,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0017-582f3a1cd5fb,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0018-526ac2f0c0b0,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0019-347032b08af1,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0020-3559559b2719,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0021-0d7a88a5349d,doi:10.1021/acsbiomaterials.9b00167,1,1050824782
cell_viability,CV,publication_grouped,1,CV-0022-cea71ff98124,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0023-0c737d7d4338,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0026-cab0213ba294,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0027-4d29ad4e83b9,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0028-be3d8663d843,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0030-2d629ecc2ae5,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0031-10ed2a587ace,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0033-81fa7ff59fad,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0034-32a88a970dd3,doi:10.1016/j.actbio.2014.06.034,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0035-bd9be95716f3,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0036-4b11bd17a491,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0037-d0d269de72a0,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0038-67bc0cfc91eb,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0039-254e77a6b483,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0040-b41226612751,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0041-f86a8983c253,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0042-4d0465be16e7,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0043-8ed78c92ad3f,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0044-064375202deb,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0045-9fabe48586c5,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0046-5edb643413cc,doi:10.1002/biot.200900004,5,1050824782
cell_viability,CV,publication_grouped,1,CV-0047-a34f1b039659,doi:10.1021/acsami.7b04216,3,1050824782
cell_viability,CV,publication_grouped,1,CV-0048-08a442ccdd3a,doi:10.1021/acsami.7b04216,3,1050824782
cell_viability,CV,publication_grouped,1,CV-0049-a28cb3a9f772,doi:10.1021/acsami.7b04216,3,1050824782
cell_viability,CV,publication_grouped,1,CV-0050-6f046f278037,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0051-850c8828da5f,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0052-82cd6de5890a,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0053-f3df3fb1f1bf,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0054-2c47a4c4b5e3,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0055-321b7f555331,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0056-6a07a77e2f7e,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0057-176dd9ece4b9,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0058-b8b5d3a0d81b,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0059-8f16276dbe6d,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0060-d25a3ba66a85,doi:10.1088/1758-5090/7/4/045012,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0061-7e3d27e58b6a,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0062-833c41f34dba,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0063-b7eaf32f4f20,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0064-8014344652ec,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0065-2530fb19be65,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0066-bfcdc7d9836a,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0067-0d981bdfd43d,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0068-5dd916881e37,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0069-1c8ecb628e21,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0070-322bb3dcbe07,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0071-c9d44433f71b,doi:10.1007/s10439-016-1704-5,4,1050824782
cell_viability,CV,publication_grouped,1,CV-0072-ce5d61be0790,doi:10.1007/s10439-016-1704-5,4,1050824782
